DESCRIPTION,VIDEOA,VIDEOB,VIDEOC
lean the paper sheet on the disc,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_disc/lean_the_paper_sheet_on_the_disc-2017-03-19-210448.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_disc/lean_the_paper_sheet_on_the_disc-2017-03-19-210459.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_disc/lean_the_paper_sheet_on_the_disc-2017-03-19-210520.mp4
lean the paper sheet on the book,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_book/lean_the_paper_sheet_on_the_book-2017-03-19-210532.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_book/lean_the_paper_sheet_on_the_book-2017-03-19-210556.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_book/lean_the_paper_sheet_on_the_book-2017-03-19-210620.mp4
lean the paper sheet on the blackboard,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_blackboard/lean_the_paper_sheet_on_the_blackboard-2017-03-19-210644.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_blackboard/lean_the_paper_sheet_on_the_blackboard-2017-03-19-210652.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_blackboard/lean_the_paper_sheet_on_the_blackboard-2017-03-19-210659.mp4
lean the paper sheet on the bottle,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_bottle/lean_the_paper_sheet_on_the_bottle-2017-03-19-210707.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_bottle/lean_the_paper_sheet_on_the_bottle-2017-03-19-210716.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_bottle/lean_the_paper_sheet_on_the_bottle-2017-03-19-210726.mp4
lean the paper sheet on the grape,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_grape/lean_the_paper_sheet_on_the_grape-2017-03-19-210736.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_grape/lean_the_paper_sheet_on_the_grape-2017-03-19-210745.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_grape/lean_the_paper_sheet_on_the_grape-2017-03-19-210755.mp4
lean the paper sheet on the apple,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_apple/lean_the_paper_sheet_on_the_apple-2017-03-19-210802.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_apple/lean_the_paper_sheet_on_the_apple-2017-03-19-210811.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_apple/lean_the_paper_sheet_on_the_apple-2017-03-19-210824.mp4
lean the paper sheet on the banana,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_banana/lean_the_paper_sheet_on_the_banana-2017-03-19-210841.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_banana/lean_the_paper_sheet_on_the_banana-2017-03-19-210848.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_banana/lean_the_paper_sheet_on_the_banana-2017-03-19-210858.mp4
lean the paper sheet on the bowl,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_bowl/lean_the_paper_sheet_on_the_bowl-2017-03-19-210906.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_bowl/lean_the_paper_sheet_on_the_bowl-2017-03-19-210919.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_bowl/lean_the_paper_sheet_on_the_bowl-2017-03-19-210928.mp4
lean the paper sheet on the knife,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_knife/lean_the_paper_sheet_on_the_knife-2017-03-19-210938.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_knife/lean_the_paper_sheet_on_the_knife-2017-03-19-210957.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_knife/lean_the_paper_sheet_on_the_knife-2017-03-19-211015.mp4
lean the paper sheet on the pencil,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_pencil/lean_the_paper_sheet_on_the_pencil-2017-03-19-211032.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_pencil/lean_the_paper_sheet_on_the_pencil-2017-03-19-211042.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_on_the_pencil/lean_the_paper_sheet_on_the_pencil-2017-03-19-211052.mp4
lean the block against the ball,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_ball/lean_the_block_against_the_ball-2017-03-19-212556.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_ball/lean_the_block_against_the_ball-2017-03-19-212608.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_ball/lean_the_block_against_the_ball-2017-03-19-212616.mp4
lean the block against the plate,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_plate/lean_the_block_against_the_plate-2017-03-19-212624.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_plate/lean_the_block_against_the_plate-2017-03-19-212636.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_plate/lean_the_block_against_the_plate-2017-03-19-212655.mp4
lean the block against the cup,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_cup/lean_the_block_against_the_cup-2017-03-19-212712.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_cup/lean_the_block_against_the_cup-2017-03-19-212721.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_cup/lean_the_block_against_the_cup-2017-03-19-212728.mp4
lean the block against the disc,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_disc/lean_the_block_against_the_disc-2017-03-19-212736.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_disc/lean_the_block_against_the_disc-2017-03-19-212748.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_disc/lean_the_block_against_the_disc-2017-03-19-212809.mp4
lean the block against the book,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_book/lean_the_block_against_the_book-2017-03-19-212818.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_book/lean_the_block_against_the_book-2017-03-19-212829.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_book/lean_the_block_against_the_book-2017-03-19-212853.mp4
lean the block against the blackboard,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_blackboard/lean_the_block_against_the_blackboard-2017-03-19-212918.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_blackboard/lean_the_block_against_the_blackboard-2017-03-19-212926.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_blackboard/lean_the_block_against_the_blackboard-2017-03-19-212951.mp4
lean the block against the bottle,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_bottle/lean_the_block_against_the_bottle-2017-03-19-213015.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_bottle/lean_the_block_against_the_bottle-2017-03-19-213024.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_bottle/lean_the_block_against_the_bottle-2017-03-19-213031.mp4
lean the block against the grape,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_grape/lean_the_block_against_the_grape-2017-03-19-213038.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_grape/lean_the_block_against_the_grape-2017-03-19-213046.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_grape/lean_the_block_against_the_grape-2017-03-19-213054.mp4
lean the block against the apple,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_apple/lean_the_block_against_the_apple-2017-03-19-213102.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_apple/lean_the_block_against_the_apple-2017-03-19-213117.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_apple/lean_the_block_against_the_apple-2017-03-19-213137.mp4
lean the block against the banana,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_banana/lean_the_block_against_the_banana-2017-03-19-213154.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_banana/lean_the_block_against_the_banana-2017-03-19-213203.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_banana/lean_the_block_against_the_banana-2017-03-19-213214.mp4
lean the block against the bowl,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_bowl/lean_the_block_against_the_bowl-2017-03-19-213226.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_bowl/lean_the_block_against_the_bowl-2017-03-19-213234.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_bowl/lean_the_block_against_the_bowl-2017-03-19-213259.mp4
lean the block against the knife,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_knife/lean_the_block_against_the_knife-2017-03-19-213320.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_knife/lean_the_block_against_the_knife-2017-03-19-213344.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_knife/lean_the_block_against_the_knife-2017-03-19-213401.mp4
lean the block against the pencil,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_pencil/lean_the_block_against_the_pencil-2017-03-19-213420.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_pencil/lean_the_block_against_the_pencil-2017-03-19-213432.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_block_against_the_pencil/lean_the_block_against_the_pencil-2017-03-19-213450.mp4
lean the plate against the block,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_block/lean_the_plate_against_the_block-2017-03-19-213506.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_block/lean_the_plate_against_the_block-2017-03-19-213519.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_block/lean_the_plate_against_the_block-2017-03-19-213529.mp4
lean the plate against the ball,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_ball/lean_the_plate_against_the_ball-2017-03-19-213554.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_ball/lean_the_plate_against_the_ball-2017-03-19-213603.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_ball/lean_the_plate_against_the_ball-2017-03-19-213613.mp4
lean the plate against the cup,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_cup/lean_the_plate_against_the_cup-2017-03-19-213622.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_cup/lean_the_plate_against_the_cup-2017-03-19-213640.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_cup/lean_the_plate_against_the_cup-2017-03-19-213653.mp4
lean the plate against the disc,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_disc/lean_the_plate_against_the_disc-2017-03-19-213701.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_disc/lean_the_plate_against_the_disc-2017-03-19-213710.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_disc/lean_the_plate_against_the_disc-2017-03-19-213718.mp4
lean the plate against the book,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_book/lean_the_plate_against_the_book-2017-03-19-213726.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_book/lean_the_plate_against_the_book-2017-03-19-213751.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_book/lean_the_plate_against_the_book-2017-03-19-213815.mp4
lean the plate against the blackboard,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_blackboard/lean_the_plate_against_the_blackboard-2017-03-19-213840.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_blackboard/lean_the_plate_against_the_blackboard-2017-03-19-213905.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_blackboard/lean_the_plate_against_the_blackboard-2017-03-19-213930.mp4
lean the plate against the bottle,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_bottle/lean_the_plate_against_the_bottle-2017-03-19-213954.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_bottle/lean_the_plate_against_the_bottle-2017-03-19-214004.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_bottle/lean_the_plate_against_the_bottle-2017-03-19-214012.mp4
lean the plate against the grape,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_grape/lean_the_plate_against_the_grape-2017-03-19-214023.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_grape/lean_the_plate_against_the_grape-2017-03-19-214249.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_grape/lean_the_plate_against_the_grape-2017-03-20-011309.mp4
lean the plate against the apple,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_apple/lean_the_plate_against_the_apple-2017-03-19-214302.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_apple/lean_the_plate_against_the_apple-2017-03-19-214327.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_apple/lean_the_plate_against_the_apple-2017-03-19-214351.mp4
lean the plate against the banana,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_banana/lean_the_plate_against_the_banana-2017-03-19-214416.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_banana/lean_the_plate_against_the_banana-2017-03-19-214440.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_banana/lean_the_plate_against_the_banana-2017-03-19-214832.mp4
lean the plate against the bowl,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_bowl/lean_the_plate_against_the_bowl-2017-03-19-214848.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_bowl/lean_the_plate_against_the_bowl-2017-03-19-214857.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_bowl/lean_the_plate_against_the_bowl-2017-03-19-214911.mp4
lean the plate against the knife,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_knife/lean_the_plate_against_the_knife-2017-03-19-214936.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_knife/lean_the_plate_against_the_knife-2017-03-19-214944.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_knife/lean_the_plate_against_the_knife-2017-03-19-215008.mp4
lean the plate against the pencil,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_pencil/lean_the_plate_against_the_pencil-2017-03-19-215033.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_pencil/lean_the_plate_against_the_pencil-2017-03-19-215042.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_plate_against_the_pencil/lean_the_plate_against_the_pencil-2017-03-19-215205.mp4
lean the cup against the block,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_block/lean_the_cup_against_the_block-2017-03-19-215230.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_block/lean_the_cup_against_the_block-2017-03-19-215238.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_block/lean_the_cup_against_the_block-2017-03-19-215255.mp4
lean the cup against the ball,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_ball/lean_the_cup_against_the_ball-2017-03-19-215302.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_ball/lean_the_cup_against_the_ball-2017-03-19-215313.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_ball/lean_the_cup_against_the_ball-2017-03-19-215325.mp4
lean the cup against the plate,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_plate/lean_the_cup_against_the_plate-2017-03-19-215333.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_plate/lean_the_cup_against_the_plate-2017-03-19-215340.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_plate/lean_the_cup_against_the_plate-2017-03-19-215347.mp4
lean the cup against the disc,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_disc/lean_the_cup_against_the_disc-2017-03-19-215356.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_disc/lean_the_cup_against_the_disc-2017-03-19-215406.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_disc/lean_the_cup_against_the_disc-2017-03-19-215414.mp4
lean the cup against the book,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_book/lean_the_cup_against_the_book-2017-03-19-215421.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_book/lean_the_cup_against_the_book-2017-03-19-215437.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_book/lean_the_cup_against_the_book-2017-03-19-215446.mp4
lean the cup against the blackboard,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_blackboard/lean_the_cup_against_the_blackboard-2017-03-19-215501.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_blackboard/lean_the_cup_against_the_blackboard-2017-03-19-215509.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_blackboard/lean_the_cup_against_the_blackboard-2017-03-19-215517.mp4
lean the cup against the bottle,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_bottle/lean_the_cup_against_the_bottle-2017-03-19-215526.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_bottle/lean_the_cup_against_the_bottle-2017-03-19-215535.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_bottle/lean_the_cup_against_the_bottle-2017-03-19-215548.mp4
lean the cup against the grape,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_grape/lean_the_cup_against_the_grape-2017-03-19-215559.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_grape/lean_the_cup_against_the_grape-2017-03-19-215607.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_grape/lean_the_cup_against_the_grape-2017-03-19-215615.mp4
lean the cup against the apple,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_apple/lean_the_cup_against_the_apple-2017-03-19-215640.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_apple/lean_the_cup_against_the_apple-2017-03-19-215647.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_apple/lean_the_cup_against_the_apple-2017-03-19-215659.mp4
lean the cup against the banana,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_banana/lean_the_cup_against_the_banana-2017-03-19-215707.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_banana/lean_the_cup_against_the_banana-2017-03-19-215717.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_banana/lean_the_cup_against_the_banana-2017-03-19-215727.mp4
lean the cup against the bowl,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_bowl/lean_the_cup_against_the_bowl-2017-03-19-215735.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_bowl/lean_the_cup_against_the_bowl-2017-03-19-215743.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_bowl/lean_the_cup_against_the_bowl-2017-03-19-215751.mp4
lean the cup against the knife,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_knife/lean_the_cup_against_the_knife-2017-03-19-215759.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_knife/lean_the_cup_against_the_knife-2017-03-19-215823.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_knife/lean_the_cup_against_the_knife-2017-03-19-215847.mp4
lean the cup against the pencil,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_pencil/lean_the_cup_against_the_pencil-2017-03-19-215912.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_pencil/lean_the_cup_against_the_pencil-2017-03-19-215919.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_cup_against_the_pencil/lean_the_cup_against_the_pencil-2017-03-19-215926.mp4
lean the disc against the block,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_block/lean_the_disc_against_the_block-2017-03-19-215933.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_block/lean_the_disc_against_the_block-2017-03-19-215942.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_block/lean_the_disc_against_the_block-2017-03-19-215953.mp4
lean the disc against the ball,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_ball/lean_the_disc_against_the_ball-2017-03-19-220004.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_ball/lean_the_disc_against_the_ball-2017-03-19-220013.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_ball/lean_the_disc_against_the_ball-2017-03-19-220028.mp4
lean the disc against the plate,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_plate/lean_the_disc_against_the_plate-2017-03-19-223014.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_plate/lean_the_disc_against_the_plate-2017-03-19-223023.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_plate/lean_the_disc_against_the_plate-2017-03-19-223031.mp4
lean the disc against the cup,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_cup/lean_the_disc_against_the_cup-2017-03-19-223039.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_cup/lean_the_disc_against_the_cup-2017-03-19-223046.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_cup/lean_the_disc_against_the_cup-2017-03-19-223053.mp4
lean the disc against the book,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_book/lean_the_disc_against_the_book-2017-03-19-223118.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_book/lean_the_disc_against_the_book-2017-03-19-223127.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_book/lean_the_disc_against_the_book-2017-03-19-223151.mp4
lean the disc against the blackboard,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_blackboard/lean_the_disc_against_the_blackboard-2017-03-19-223215.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_blackboard/lean_the_disc_against_the_blackboard-2017-03-19-223222.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_blackboard/lean_the_disc_against_the_blackboard-2017-03-19-223230.mp4
lean the disc against the bottle,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_bottle/lean_the_disc_against_the_bottle-2017-03-19-223236.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_bottle/lean_the_disc_against_the_bottle-2017-03-19-223245.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_bottle/lean_the_disc_against_the_bottle-2017-03-19-223300.mp4
lean the disc against the grape,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_grape/lean_the_disc_against_the_grape-2017-03-19-223319.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_grape/lean_the_disc_against_the_grape-2017-03-19-223327.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_grape/lean_the_disc_against_the_grape-2017-03-19-223335.mp4
lean the disc against the apple,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_apple/lean_the_disc_against_the_apple-2017-03-19-223343.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_apple/lean_the_disc_against_the_apple-2017-03-19-223404.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_apple/lean_the_disc_against_the_apple-2017-03-19-223411.mp4
lean the disc against the banana,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_banana/lean_the_disc_against_the_banana-2017-03-19-223419.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_banana/lean_the_disc_against_the_banana-2017-03-19-223428.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_banana/lean_the_disc_against_the_banana-2017-03-19-223445.mp4
lean the disc against the bowl,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_bowl/lean_the_disc_against_the_bowl-2017-03-19-223459.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_bowl/lean_the_disc_against_the_bowl-2017-03-19-223512.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_bowl/lean_the_disc_against_the_bowl-2017-03-19-223519.mp4
lean the disc against the knife,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_knife/lean_the_disc_against_the_knife-2017-03-19-223527.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_knife/lean_the_disc_against_the_knife-2017-03-19-223537.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_knife/lean_the_disc_against_the_knife-2017-03-19-223546.mp4
lean the disc against the pencil,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_pencil/lean_the_disc_against_the_pencil-2017-03-19-223601.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_pencil/lean_the_disc_against_the_pencil-2017-03-19-223625.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_disc_against_the_pencil/lean_the_disc_against_the_pencil-2017-03-19-223650.mp4
lean the book against the block,https://s3.amazonaws.com/voxsim-videos/video/lean_the_book_against_the_block/lean_the_book_against_the_block-2017-03-19-223714.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_book_against_the_block/lean_the_book_against_the_block-2017-03-19-223726.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_book_against_the_block/lean_the_book_against_the_block-2017-03-19-223739.mp4
lean the book against the ball,https://s3.amazonaws.com/voxsim-videos/video/lean_the_book_against_the_ball/lean_the_book_against_the_ball-2017-03-19-223750.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_book_against_the_ball/lean_the_book_against_the_ball-2017-03-19-223805.mp4,https://s3.amazonaws.com/voxsim-videos/video/lean_the_book_against_the_ball/lean_the_book_against_the_ball-2017-03-19-223819.mp4
